Id,Dialogue_id,Utterance_id,Sentence,Speaker,Label,fname,Dialogue_id_old
8954,Charlie_S02E19.csv_9,9,"Hiya, P.J.",Gabe,0,Charlie_S02E19.csv,9
8955,Charlie_S02E19.csv_9,10,How you doing? Fine.,Gabe/PJ,1,Charlie_S02E19.csv,9
8956,Charlie_S02E19.csv_9,11,Don't be afraid.,Gabe,1,Charlie_S02E19.csv,9
8957,Charlie_S02E19.csv_9,12,Allow me to introduce myself.,Gabe,0,Charlie_S02E19.csv,9
8958,Charlie_S02E19.csv_9,13,I'm not scary the clown.,Gabe,1,Charlie_S02E19.csv,9
8959,Charlie_S02E19.csv_9,14,You look a little sweaty.,Gabe,0,Charlie_S02E19.csv,9
8960,Charlie_S02E19.csv_9,15,Try my handkerchief.,Gabe,1,Charlie_S02E19.csv,9
8961,Charlie_S02E19.csv_9,16,Yeah.,Gabe,0,Charlie_S02E19.csv,9
8962,Charlie_S02E19.csv_9,17,Make it stop.,PJ,1,Charlie_S02E19.csv,9
8963,Charlie_S02E19.csv_9,18,Make it stop! This is gonna take a while.,PJ/Gabe,1,Charlie_S02E19.csv,9
8964,Charlie_S02E19.csv_10,0,Thank you anyway.,Amy,0,Charlie_S02E19.csv,10
8965,Charlie_S02E19.csv_10,1,"Whoa, honey! What happened? Remember that curse I was telling you about? - That's what happened.",Bob/Amy,1,Charlie_S02E19.csv,10
8966,Charlie_S02E19.csv_10,2,What are you talking about? Come here.,Bob,0,Charlie_S02E19.csv,10
8967,Charlie_S02E19.csv_10,3,I'll tell you what I'm talking about.,Amy,0,Charlie_S02E19.csv,10
8968,Charlie_S02E19.csv_10,4,"Okay, I was on the putting green with Charlie.",Amy,0,Charlie_S02E19.csv,10
8969,Charlie_S02E19.csv_10,5,When I stepped on sacred ground and got cursed.,Amy,0,Charlie_S02E19.csv,10
8970,Charlie_S02E19.csv_10,6,Then I danced on sacred ground.,Amy,0,Charlie_S02E19.csv,10
8971,Charlie_S02E19.csv_10,7,And got the rest of the family cursed.,Amy,1,Charlie_S02E19.csv,10
8972,Charlie_S02E19.csv_10,8,Still not hearing about the giant neck.,Bob,1,Charlie_S02E19.csv,10
8973,Charlie_S02E19.csv_10,9,"Okay, then I decided to go for a relaxing swim.",Amy,0,Charlie_S02E19.csv,10
8974,Charlie_S02E19.csv_10,10,With jellyfish.,Amy,0,Charlie_S02E19.csv,10
8975,Charlie_S02E19.csv_10,11,"To cover the welts, I put on a lei, Only to discover that I'm allergic to the plumeria flower.",Amy,1,Charlie_S02E19.csv,10
8976,Charlie_S02E19.csv_10,12,That's how I got a giant neck.,Amy,1,Charlie_S02E19.csv,10
8977,Charlie_S02E19.csv_10,13,Wait a minute.,Bob,0,Charlie_S02E19.csv,10
8978,Charlie_S02E19.csv_10,14,Wait a minute.,Bob,0,Charlie_S02E19.csv,10
8979,Charlie_S02E19.csv_10,15,"All of this is because of a curse? Yes, all of it.",Bob/Amy,0,Charlie_S02E19.csv,10
8980,Charlie_S02E19.csv_10,16,"Me getting stuck in the elevator, Teddy getting knocked out, The boys almost crashing in a helicopter accident.",Amy,1,Charlie_S02E19.csv,10
8981,Charlie_S02E19.csv_10,17,You buying that shirt.,Amy,0,Charlie_S02E19.csv,10
8982,Charlie_S02E19.csv_10,18,What? You don't like this? I lost the receipt.,Bob,0,Charlie_S02E19.csv,10
8983,Charlie_S02E19.csv_10,19,I can't take it back.,Bob,0,Charlie_S02E19.csv,10
8984,Charlie_S02E19.csv_10,20,"The curse! Honey, come on.",Bob/Amy,1,Charlie_S02E19.csv,10
8985,Charlie_S02E19.csv_10,21,There is no such thing as a curse.,Bob,0,Charlie_S02E19.csv,10
8986,Charlie_S02E19.csv_10,22,Everything that has happened is just a coincidence.,Bob,0,Charlie_S02E19.csv,10
8987,Charlie_S02E19.csv_10,23,"All right, you know what you need? A size 43 turtleneck? Honey, what you need is a nice relaxing day.",Bob/Amy,1,Charlie_S02E19.csv,10
8988,Charlie_S02E19.csv_10,24,At the spa.,Bob,0,Charlie_S02E19.csv,10
8989,Charlie_S02E19.csv_10,25,Go pamper yourself.,Bob,0,Charlie_S02E19.csv,10
8990,Charlie_S02E19.csv_10,26,Get a massage.,Bob,0,Charlie_S02E19.csv,10
8991,Charlie_S02E19.csv_10,27,Get a steam.,Bob,0,Charlie_S02E19.csv,10
8992,Charlie_S02E19.csv_10,28,Just get all this curse stuff put out of your head.,Bob,0,Charlie_S02E19.csv,10
8993,Charlie_S02E19.csv_10,29,"Okay, maybe you're right.",Amy,0,Charlie_S02E19.csv,10
8994,Charlie_S02E19.csv_10,30,I'm overreacting.,Amy,0,Charlie_S02E19.csv,10
8995,Charlie_S02E19.csv_10,31,Of course you are.,Bob,1,Charlie_S02E19.csv,10
8996,Charlie_S02E19.csv_10,32,"Bob, honey, be honest with me.",Amy,0,Charlie_S02E19.csv,10
8997,Charlie_S02E19.csv_10,33,How bad do I look? Every time I look at you.,Amy/Bob,0,Charlie_S02E19.csv,10
8998,Charlie_S02E19.csv_10,34,All I see is my beautiful wife.,Bob,0,Charlie_S02E19.csv,10
8999,Charlie_S02E19.csv_10,35,Aw.,Amy,0,Charlie_S02E19.csv,10
9000,Charlie_S02E19.csv_10,36,That's nice.,Amy,1,Charlie_S02E19.csv,10
9001,Charlie_S02E19.csv_11,0,"Okay, I saw this on tv.",Gabe,0,Charlie_S02E19.csv,11
9002,Charlie_S02E19.csv_11,1,"If you can walk across these coals, you won't be afraid of anything.",Gabe,0,Charlie_S02E19.csv,11
9003,Charlie_S02E19.csv_11,2,I don't know.,PJ,0,Charlie_S02E19.csv,11
9004,Charlie_S02E19.csv_11,3,"Come on, you can do it.",Gabe,0,Charlie_S02E19.csv,11
9005,Charlie_S02E19.csv_11,4,It's all about mind control.,Gabe,0,Charlie_S02E19.csv,11
9006,Charlie_S02E19.csv_11,5,Now take a moment to empty your mind completely.,Gabe,1,Charlie_S02E19.csv,11
9007,Charlie_S02E19.csv_11,6,Done.,PJ,1,Charlie_S02E19.csv,11
9008,Charlie_S02E19.csv_11,7,Already? - Let me check.,Gabe/PJ,0,Charlie_S02E19.csv,11
9009,Charlie_S02E19.csv_11,8,"Yeah, done.",PJ,1,Charlie_S02E19.csv,11
9010,Charlie_S02E19.csv_11,9,"Okay, come on.",Gabe,0,Charlie_S02E19.csv,11
9011,Charlie_S02E19.csv_11,10,Take a deep breath and focus.,Gabe,0,Charlie_S02E19.csv,11
9012,Charlie_S02E19.csv_11,11,I'm just gonna go find the guy Whoo! I did it.,Gabe/PJ,1,Charlie_S02E19.csv,11
9013,Charlie_S02E19.csv_11,12,P.,Gabe,0,Charlie_S02E19.csv,11
9014,Charlie_S02E19.csv_11,13,J.,Gabe,0,Charlie_S02E19.csv,11
9015,Charlie_S02E19.csv_11,14,", the coals weren't lit.",Gabe,1,Charlie_S02E19.csv,11
9016,Charlie_S02E19.csv_11,15,"Lit? Like fire lit? Yeah, you're supposed to walk across hot coals.",PJ/Gabe,1,Charlie_S02E19.csv,11
9017,Charlie_S02E19.csv_11,16,But that would hurt.,PJ,0,Charlie_S02E19.csv,11
9018,Charlie_S02E19.csv_11,17,And you know I suffer from s.,PJ,0,Charlie_S02E19.csv,11
9019,Charlie_S02E19.csv_11,18,F.,PJ,0,Charlie_S02E19.csv,11
9020,Charlie_S02E19.csv_11,19,S.,PJ,0,Charlie_S02E19.csv,11
9021,Charlie_S02E19.csv_11,20,S.,Gabe,0,Charlie_S02E19.csv,11
9022,Charlie_S02E19.csv_11,21,F.,Gabe,0,Charlie_S02E19.csv,11
9023,Charlie_S02E19.csv_11,22,S.,Gabe,0,Charlie_S02E19.csv,11
9024,Charlie_S02E19.csv_11,23,? - Sensitive foot syndrome.,PJ,1,Charlie_S02E19.csv,11
9025,Charlie_S02E19.csv_11,24,"It's real, Gabe.",PJ,0,Charlie_S02E19.csv,11
9026,Charlie_S02E19.csv_12,0,"Why do you think I never played hopscotch? Excuse me, ma'am, have you seen Oh! Mom? What happened? Full body massage.",PJ/Amy/Teddy,1,Charlie_S02E19.csv,12
9027,Charlie_S02E19.csv_12,1,Turns out the massage oil had plumeria in it.,Amy,1,Charlie_S02E19.csv,12
9028,Charlie_S02E19.csv_12,2,Doctor says I'm gonna be fine.,Amy,1,Charlie_S02E19.csv,12
9029,Charlie_S02E19.csv_12,3,"Is it bad? No no, you've never looked more - What? - That's it.",Amy/Teddy,1,Charlie_S02E19.csv,12
9030,Charlie_S02E19.csv_12,4,Just more.,Teddy,1,Charlie_S02E19.csv,12
9031,Charlie_S02E19.csv_12,5,"Listen, mom, there's something that I need to tell you.",Teddy,0,Charlie_S02E19.csv,12
9032,Charlie_S02E19.csv_12,6,It's about Charlie.,Teddy,0,Charlie_S02E19.csv,12
9033,Charlie_S02E19.csv_12,7,Yeah? She's Doing the hula.,Teddy,0,Charlie_S02E19.csv,12
9034,Charlie_S02E19.csv_12,8,"Oh, that's adorable.",Amy,0,Charlie_S02E19.csv,12
9035,Charlie_S02E19.csv_12,9,That's the greatest thing I've ever seen.,Teddy,0,Charlie_S02E19.csv,12
9036,Charlie_S02E19.csv_12,10,"Hi, Charlie.",Others,0,Charlie_S02E19.csv,12
9037,Charlie_S02E19.csv_13,0,Welcome to the opportunity of a lifetime.,Others,0,Charlie_S02E19.csv,13
9038,Charlie_S02E19.csv_13,1,A chance to own a timeshare of paradise.,Others,0,Charlie_S02E19.csv,13
9039,Charlie_S02E19.csv_13,2,"Before we begin, Mr.",Others,0,Charlie_S02E19.csv,13
9040,Charlie_S02E19.csv_13,3,"Duncan, Quick question.",Others,0,Charlie_S02E19.csv,13
9041,Charlie_S02E19.csv_13,4,I lost the receipt.,Bob,1,Charlie_S02E19.csv,13
9042,Charlie_S02E19.csv_13,5,I can't take it back.,Bob,1,Charlie_S02E19.csv,13
9043,Charlie_S02E19.csv_13,6,It's not about your shirt.,Others,0,Charlie_S02E19.csv,13
9044,Charlie_S02E19.csv_13,7,Is Mrs.,Others,0,Charlie_S02E19.csv,13
9045,Charlie_S02E19.csv_13,8,"Duncan on her way? Man, I hope not.",Others/Bob,0,Charlie_S02E19.csv,13
9046,Charlie_S02E19.csv_13,9,"If both spouses aren't at the presentation, We're going to have to charge you for your entire trip.",Others,1,Charlie_S02E19.csv,13
9047,Charlie_S02E19.csv_13,10,"Okay, then I will be right back with my lovely wife.",Bob,0,Charlie_S02E19.csv,13
9048,Charlie_S02E19.csv_13,11,Or somebody else.,Bob,1,Charlie_S02E19.csv,13
9049,Charlie_S02E19.csv_14,0,Quick favor.,Bob,1,Charlie_S02E19.csv,14
9050,Charlie_S02E19.csv_14,1,I need you to pretend to be mom.,Bob,1,Charlie_S02E19.csv,14
9051,Charlie_S02E19.csv_14,2,"Dad, really bad time to get super weird.",Teddy,1,Charlie_S02E19.csv,14
9052,Charlie_S02E19.csv_14,3,I just found out that my wife has.,Bob,0,Charlie_S02E19.csv,14
9053,Charlie_S02E19.csv_14,4,To be at the timeshare presentation.,Bob,0,Charlie_S02E19.csv,14
9054,Charlie_S02E19.csv_14,5,"Obviously, I can't take mom.",Bob,0,Charlie_S02E19.csv,14
9055,Charlie_S02E19.csv_14,6,Please.,Bob,0,Charlie_S02E19.csv,14
9056,Charlie_S02E19.csv_14,7,This is an emergency.,Bob,1,Charlie_S02E19.csv,14
9057,Charlie_S02E19.csv_14,8,"All right, fine, just give me a minute.",Teddy,0,Charlie_S02E19.csv,14
9058,Charlie_S02E19.csv_14,9,Hey.,Others,0,Charlie_S02E19.csv,14
9059,Charlie_S02E19.csv_14,10,Oh.,Teddy,0,Charlie_S02E19.csv,14
9060,Charlie_S02E19.csv_14,11,"Ready for our date? Actually, I have one more slight delay.",Others,0,Charlie_S02E19.csv,14
9061,Charlie_S02E19.csv_14,12,I have to help my dad with something.,Teddy,0,Charlie_S02E19.csv,14
9062,Charlie_S02E19.csv_14,13,"Teddy, I'm starting to think you don't wanna hang out with me.",Others,0,Charlie_S02E19.csv,14
9063,Charlie_S02E19.csv_14,14,No no no.,Teddy,0,Charlie_S02E19.csv,14
9064,Charlie_S02E19.csv_14,15,"No, I totally do.",Teddy,0,Charlie_S02E19.csv,14
9065,Charlie_S02E19.csv_14,16,It's not gonna take long.,Teddy,0,Charlie_S02E19.csv,14
9066,Charlie_S02E19.csv_14,17,I'll just meet you on the beach in an hour? - I'll be there.,Teddy/Others,0,Charlie_S02E19.csv,14
9067,Charlie_S02E19.csv_14,18,Great.,Teddy,0,Charlie_S02E19.csv,14
9068,Charlie_S02E19.csv_14,19,Really gotta go.,Bob,0,Charlie_S02E19.csv,14
9069,Charlie_S02E19.csv_14,20,Don't rush me.,Teddy,1,Charlie_S02E19.csv,14
9070,Charlie_S02E19.csv_14,21,I'm coming.,Teddy,1,Charlie_S02E19.csv,14
9071,Charlie_S02E19.csv_14,22,"Wow, you are gonna be great as your mom.",Bob,1,Charlie_S02E19.csv,14
9072,Charlie_S02E19.csv_15,0,"Hey, what are we doing up here? You're gonna overcome your fear of heights.",PJ/Gabe,0,Charlie_S02E19.csv,15
9073,Charlie_S02E19.csv_15,1,By jumping off this cliff into the water below.,Gabe,0,Charlie_S02E19.csv,15
9074,Charlie_S02E19.csv_15,2,Whoa! Are you crazy? People do it all the time.,PJ/Gabe,1,Charlie_S02E19.csv,15
9075,Charlie_S02E19.csv_15,3,"Yeah, but those people are professionals.",PJ,1,Charlie_S02E19.csv,15
9076,Charlie_S02E19.csv_15,4,There's nothing to be afraid of.,Gabe,1,Charlie_S02E19.csv,15
9077,Charlie_S02E19.csv_15,5,"He's right, P.",PJ,0,Charlie_S02E19.csv,15
9078,Charlie_S02E19.csv_15,6,J.,PJ,0,Charlie_S02E19.csv,15
9079,Charlie_S02E19.csv_15,7,It's gonna be okay.,PJ,1,Charlie_S02E19.csv,15
9080,Charlie_S02E19.csv_15,8,Just jump.,PJ,0,Charlie_S02E19.csv,15
9081,Charlie_S02E19.csv_15,9,Stop! Are you crazy? Do you wanna get yourself k*ll? P.,PJ,1,Charlie_S02E19.csv,15
9082,Charlie_S02E19.csv_15,10,J.,PJ,0,Charlie_S02E19.csv,15
9083,Charlie_S02E19.csv_15,11,", empty your mind.",Gabe,0,Charlie_S02E19.csv,15
9084,Charlie_S02E19.csv_15,12,Quiet.,PJ,1,Charlie_S02E19.csv,15
9085,Charlie_S02E19.csv_15,13,I think he can hear us.,PJ,0,Charlie_S02E19.csv,15
9086,Charlie_S02E19.csv_15,14,"Come on, you can do it.",Gabe,0,Charlie_S02E19.csv,15
9087,Charlie_S02E19.csv_15,15,"I don't think so, Gabe.",PJ,0,Charlie_S02E19.csv,15
9088,Charlie_S02E19.csv_15,16,Maybe I should start with something smaller? P.,PJ,0,Charlie_S02E19.csv,15
9089,Charlie_S02E19.csv_15,17,J.,Gabe,0,Charlie_S02E19.csv,15
9090,Charlie_S02E19.csv_15,18,P.,Gabe,0,Charlie_S02E19.csv,15
9091,Charlie_S02E19.csv_15,19,J.,Gabe,0,Charlie_S02E19.csv,15
9092,Charlie_S02E19.csv_15,20,Yeah.,PJ,0,Charlie_S02E19.csv,15
9093,Charlie_S02E19.csv_15,21,What are you doing here? You're supposed to be down there.,Gabe/PJ,0,Charlie_S02E19.csv,15
9094,Charlie_S02E19.csv_15,22,"Luckily there was a little ledge, see? And some steps, see? So you jumped four feet? And what a rush! Yeah! Before we begin, let's get to know each other a little.",Gabe/PJ,1,Charlie_S02E19.csv,15
9095,Charlie_S02E19.csv_16,0,Why don't we start with the Duncans? - Of course.,Others,0,Charlie_S02E19.csv,16
9096,Charlie_S02E19.csv_16,1,Why don't you stand up and introduce yourselves? - Bob.,Others,0,Charlie_S02E19.csv,16
9097,Charlie_S02E19.csv_16,2,Ted Amy.,Teddy,0,Charlie_S02E19.csv,16
9098,Charlie_S02E19.csv_16,3,Tedamy.,Teddy,0,Charlie_S02E19.csv,16
9099,Charlie_S02E19.csv_16,4,Tedamy? That's an interesting name.,Others,1,Charlie_S02E19.csv,16
9100,Charlie_S02E19.csv_16,5,"Yeah, well, my parents were really messed up.",Teddy,1,Charlie_S02E19.csv,16
9101,Charlie_S02E19.csv_16,6,"So, Bob and tedamy, How'd this happen? Uh He was my exterminator.",Others/Teddy,0,Charlie_S02E19.csv,16
9102,Charlie_S02E19.csv_16,7,And he came over to my apartment.,Teddy,0,Charlie_S02E19.csv,16
9103,Charlie_S02E19.csv_16,8,With that giant t*nk of poison on his back.,Teddy,0,Charlie_S02E19.csv,16
9104,Charlie_S02E19.csv_16,9,And I just knew that bobby-boo was the one for me.,Teddy,1,Charlie_S02E19.csv,16
9105,Charlie_S02E19.csv_16,10,"Just so you know, I don't wear the t*nk on my back.",Bob,0,Charlie_S02E19.csv,16
9106,Charlie_S02E19.csv_16,11,No one cares about the details.,Teddy,0,Charlie_S02E19.csv,16
9107,Charlie_S02E19.csv_16,12,I care.,Bob,0,Charlie_S02E19.csv,16
9108,Charlie_S02E19.csv_16,13,"Do we have to do this here? Let's meet someone else, shall we? You guys.",Teddy/Others,1,Charlie_S02E19.csv,16
9109,Charlie_S02E19.csv_17,0,"Man, it feels good to conquer your fears.",PJ,0,Charlie_S02E19.csv,17
9110,Charlie_S02E19.csv_17,1,P.,Gabe,0,Charlie_S02E19.csv,17
9111,Charlie_S02E19.csv_17,2,J.,Gabe,0,Charlie_S02E19.csv,17
9112,Charlie_S02E19.csv_17,3,", you didn't conquer anything.",Gabe,0,Charlie_S02E19.csv,17
9113,Charlie_S02E19.csv_17,4,"You ran from a clown, Walked across slightly warm coals.",Gabe,0,Charlie_S02E19.csv,17
9114,Charlie_S02E19.csv_17,5,And jumped down four feet onto a ledge.,Gabe,0,Charlie_S02E19.csv,17
9115,Charlie_S02E19.csv_17,6,Which I did not know would be there.,PJ,1,Charlie_S02E19.csv,17
9116,Charlie_S02E19.csv_17,7,P.,Gabe,0,Charlie_S02E19.csv,17
9117,Charlie_S02E19.csv_17,8,J.,Gabe,0,Charlie_S02E19.csv,17
9118,Charlie_S02E19.csv_17,9,", I made a promise that I would do something good.",Gabe,0,Charlie_S02E19.csv,17
9119,Charlie_S02E19.csv_17,10,And do you know who I made that promise to? The guy upstairs.,Gabe,0,Charlie_S02E19.csv,17
9120,Charlie_S02E19.csv_17,11,"Bill from Seattle? He seems like a nice guy, but what does he care about More upstairs.",PJ,0,Charlie_S02E19.csv,17
9121,Charlie_S02E19.csv_17,12,"I promised God, P.",Gabe,0,Charlie_S02E19.csv,17
9122,Charlie_S02E19.csv_17,13,J.,Gabe,0,Charlie_S02E19.csv,17
9123,Charlie_S02E19.csv_17,14,We gotta keep trying.,Gabe,0,Charlie_S02E19.csv,17
9124,Charlie_S02E19.csv_17,15,Fine.,PJ,0,Charlie_S02E19.csv,17
9125,Charlie_S02E19.csv_17,16,"Well, I have a fear of bedspreads.",PJ,0,Charlie_S02E19.csv,17
9126,Charlie_S02E19.csv_17,17,"Oh, look, I overcame it.",PJ,1,Charlie_S02E19.csv,17
9127,Charlie_S02E19.csv_17,18,"Actually, that's a quilt.",Gabe,0,Charlie_S02E19.csv,17
9128,Charlie_S02E19.csv_17,19,"Ooh, this is a quilt? Fine.",PJ,1,Charlie_S02E19.csv,17
9129,Charlie_S02E19.csv_17,20,"If you won't do it for yourself, Or me, do it for Charlie.",Gabe,0,Charlie_S02E19.csv,17
9130,Charlie_S02E19.csv_17,21,She looks up to you.,Gabe,0,Charlie_S02E19.csv,17
9131,Charlie_S02E19.csv_17,22,She does? Did you see that? Fine.,PJ/Gabe,1,Charlie_S02E19.csv,17
9132,Charlie_S02E19.csv_17,23,I'll give it one more sh*t.,PJ,0,Charlie_S02E19.csv,17
9133,Charlie_S02E19.csv_17,24,Turns out there's plumeria in the shampoo.,Amy,1,Charlie_S02E19.csv,17
9134,Charlie_S02E19.csv_17,25,"Be honest, is it bad? No no, you look fine, mom.",Amy/PJ,1,Charlie_S02E19.csv,17
9135,Charlie_S02E19.csv_17,26,"Oh, that's good.",Amy,1,Charlie_S02E19.csv,17
9136,Charlie_S02E19.csv_18,0,"Remember, it's not about spending money.",Others,0,Charlie_S02E19.csv,18
9137,Charlie_S02E19.csv_18,1,It's about spending your vacation in paradise.,Others,0,Charlie_S02E19.csv,18
9138,Charlie_S02E19.csv_18,2,I really need to use the restroom.,Bob,1,Charlie_S02E19.csv,18
9139,Charlie_S02E19.csv_18,3,We have a break coming up in 90 minutes.,Others,1,Charlie_S02E19.csv,18
9140,Charlie_S02E19.csv_18,4,I'm gonna make this simple.,Bob,0,Charlie_S02E19.csv,18
9141,Charlie_S02E19.csv_18,5,I am going to pee now.,Bob,1,Charlie_S02E19.csv,18
9142,Charlie_S02E19.csv_18,6,Is it going to be in a: That plant? B: That trashcan? Or c: The bathroom in the hallway? Please go with c.,Bob/Teddy,1,Charlie_S02E19.csv,18
9143,Charlie_S02E19.csv_18,7,Fine.,Others,0,Charlie_S02E19.csv,18
9144,Charlie_S02E19.csv_18,8,You may leave.,Others,0,Charlie_S02E19.csv,18
9145,Charlie_S02E19.csv_18,9,Now let's talk about payment plans.,Others,0,Charlie_S02E19.csv,18
9146,Charlie_S02E19.csv_18,10,Excuse me.,Teddy,0,Charlie_S02E19.csv,18
9147,Charlie_S02E19.csv_18,11,"Yes, tedamy.",Others,1,Charlie_S02E19.csv,18
9148,Charlie_S02E19.csv_18,12,How much longer are we gonna be here? Only five and a half more hours.,Teddy/Others,0,Charlie_S02E19.csv,18
9149,Charlie_S02E19.csv_18,13,But I have a date with a really cute boy.,Teddy,1,Charlie_S02E19.csv,18
9150,Charlie_S02E19.csv_18,14,I thought you were married.,Others,1,Charlie_S02E19.csv,18
9151,Charlie_S02E19.csv_18,15,"Well, I'm married, not dead.",Teddy,1,Charlie_S02E19.csv,18
9152,Charlie_S02E19.csv_18,16,"Is there any way that I can leave sooner? Sure, sign that paper.",Teddy/Others,0,Charlie_S02E19.csv,18
9153,Charlie_S02E19.csv_18,17,And you are free to go right now.,Others,0,Charlie_S02E19.csv,18
9154,Charlie_S02E19.csv_18,18,Great.,Others,0,Charlie_S02E19.csv,18
9155,Charlie_S02E19.csv_18,19,Okay.,Teddy,0,Charlie_S02E19.csv,18
9156,Charlie_S02E19.csv_18,20,Aloha.,Teddy,1,Charlie_S02E19.csv,18
9157,Charlie_S02E19.csv_18,21,"All right, the ball is now officially rolling.",Others,0,Charlie_S02E19.csv,18
9158,Charlie_S02E19.csv_18,22,All I did was go to the bathroom.,Bob,1,Charlie_S02E19.csv,18
9159,Charlie_S02E19.csv_18,23,We have sold our first timeshare unit.,Others,0,Charlie_S02E19.csv,18
9160,Charlie_S02E19.csv_18,24,"Congratulations, Bob and tedamy Duncan.",Others,0,Charlie_S02E19.csv,18
9161,Charlie_S02E19.csv_18,25,Should have picked the plant.,Bob,1,Charlie_S02E19.csv,18
9162,Charlie_S02E19.csv_19,0,What did you say this was called again? Parasailing.,PJ,0,Charlie_S02E19.csv,19
9163,Charlie_S02E19.csv_19,1,You're gonna go up in the air.,Gabe,0,Charlie_S02E19.csv,19
9164,Charlie_S02E19.csv_19,2,And get a gentle peaceful - Up in the air? You didn't say anything about up in the air.,Gabe/PJ,1,Charlie_S02E19.csv,19
9165,Charlie_S02E19.csv_19,3,What did you think the parachute was for? Parachute? I thought this was a very colorful cape.,Gabe/PJ,1,Charlie_S02E19.csv,19
9166,Charlie_S02E19.csv_19,4,How do I get out of this thing? Fine fine fine fine.,PJ/Gabe,0,Charlie_S02E19.csv,19
9167,Charlie_S02E19.csv_19,5,"If you don't wanna do it, just signal the guy on the boat like this.",Gabe,0,Charlie_S02E19.csv,19
